"DENOM_COMERC","CD_CVM","SETOR_ATIV","AUDITOR"
"SUDESTE S.A.",16586,"Emp. Adm. Part. - Sem Setor Principal","BKR - LOPES, MACHADO AUDITORES"
"SUDESTE",10995,"Comércio (Atacado e Varejo)","WALDEMAR KRONBERG"
"SUGOI INCORPORADORA E CONSTRUTORA S.A.",23957,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA"
"OPPORTUNITY SUL S.A.",16438,"Emp. Adm. Part. - Telecomunicações","RSM BRASIL AUDITORES INDEPENDENTES LTDA."
"SULACAP",11002,"Seguradoras e Corretoras","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"SUL AMERICA SEGUROS",11010,"Seguradoras e Corretoras","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"SUL AMERICA S/A",21121,"Emp. Adm. Part. - Seguradoras e Corretoras","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"SUL AMERICA STA CRUZ",10413,"Seguradoras e Corretoras","RUHTRA S/C"
"SULBRA",11037,"Emp. Adm. Participações","ERNANI JORGE KORBES"
"SUL BRASILEIRO CRED",11045,"Crédito Imobiliário",""
"SUL INVEST SECURITIZADORA S.A.",23345,"Securitização de Recebíveis","NEXT AUDITORES INDEPENDENTES S/S LTDA."
"SUL LOGISTICA",16144,"Emp. Adm. Participações","BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S"
"SULABENTURES",15008,"Emp. Adm. Participações","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"SULFAB",11053,"Petroquímicos e Borracha","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"FRIGORIFICO IDEAL",6254,"Alimentos","BIANCHESSI & CIA AUDITORES"
"SUPERAGRO",11061,"Petroquímicos e Borracha","RUBENS COLTRO"
"SUPERMERCADOS REAL",7820,"Comércio (Atacado e Varejo)","NARDON, NASI - AUDITORES INDEPENDENTES S/S EPP"
"SUPERVIA",18880,"Serviços Transporte e Logística","RUHTRA S/C"
"SURAMIC",11096,"Emp. Adm. Participações",""
"SUZANO HOLDING S.A.",9067,"Emp. Adm. Part. - Papel e Celulose","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"SUZANO PAPEL E CELULOSE SA",13986,"Papel e Celulose","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"SADE",12998,"Metalurgia e Siderurgia","KPMG AUDITORES INDEPENDENTES LTDA."
"SYN PROP & TECH S.A.",21040,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"T BARRETO",11118,"Têxtil e Vestuário",""
"T4F ENTRETENIMENTO SA",21326,"Brinquedos e Lazer","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"T4F ENTRETENIMENTO SA",22454,"Brinquedos e Lazer","GRANT THORNTON AUDITORES INDEPENDENTES LTDA."
"TAIPE",20508,"Hospedagem e Turismo","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"TAM",16390,"Serviços Transporte e Logística","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"TAM",12297,"Serviços Transporte e Logística","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"TARPON",21717,"Emp. Adm. Part. - Intermediação Financeira","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"TAURUS ARMAS S.A.",6173,"Máquinas, Equipamentos, Veículos e Peças","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"",26077,"Comunicação e Informática","GRANT THORNTON AUDITORES INDEPENDENTES LTDA."
"",20389,"Securitização de Recebíveis","MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LTDA."
"TELE CENTRO OESTE CELULAR PARTICIP. S/A",17612,"Emp. Adm. Part. - Telecomunicações","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.",24066,"Serviços Transporte e Logística","KPMG AUDITORES INDEPENDENTES LTDA."
"TEC TOY",14133,"Máquinas, Equipamentos, Veículos e Peças","CROWE MACRO AUDITORES INDEPENDENTES SOCIEDADE SIMPLES"
"TECANOR",11126,"Têxtil e Vestuário","RUHTRA S/C"
"TECBLU",11215,"Têxtil e Vestuário","TADEU MANOEL RODRIGUES DE ARAÚJO"
"INDAIAL",11134,"Têxtil e Vestuário","JOAO MARZALL"
"TECHNOS",11169,"Comércio (Atacado e Varejo)","BKR - LOPES, MACHADO AUDITORES"
"TECHNOS SA",22519,"Comércio (Atacado e Varejo)","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.",26760,"Comércio (Atacado e Varejo)","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"TECNISA S/A",20435,"Construção Civil, Mat. Constr. e Decoração","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"TECNO WASTE S.A.",23051,"Emp. Adm. Part. - Sem Setor Principal","PARANÁ AUDITORES ASSOCIADOS S/S"
"TECNOMONT",11193,"Construção Civil, Mat. Constr. e Decoração","JOSE SALOMAO"
"TECNOSOLO S/A - EM RECUPERAÇÃO JUDICIAL",11207,"Construção Civil, Mat. Constr. e Decoração","TAG AUDITORIA E CONSULTORIA EMPRESARIAL S/S"
"TECPART",13102,"Emp. Adm. Participações","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"TEGENER PARTICIPACOES",14702,"Emp. Adm. Participações","UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES"
"TEGMA GESTÃO LOGÍSTICA SA",20800,"Serviços Transporte e Logística","BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA"
"",25844,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TEKA S.A.",11223,"Têxtil e Vestuário","NEXT AUDITORES INDEPENDENTES S/S LTDA."
"TEKNO",11231,"Emp. Adm. Part. - Metalurgia e Siderurgia","KPMG AUDITORES INDEPENDENTES LTDA."
"TELAIMA CELULAR",17094,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TELEMAZON CELULAR",17108,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TIM ALAGOAS",17116,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TELE LESTE CELULAR PARTICIPAÇÕES SA",17698,"Emp. Adm. Part. - Telecomunicações","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"TELE NORDESTE CELULAR PARTICIPAÇÕES S.A.",17663,"Emp. Adm. Participações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"AMAZÔNIA CELULAR",17604,"Telecomunicações","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"TELEMAR",17655,"Telecomunicações","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"TELE SUDESTE CELULAR PART SA",17620,"Emp. Adm. Part. - Telecomunicações","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"TELEACRE CELULAR",17124,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TELEMAPÁ CELULAR",17132,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TELEBHIA CELULAR",17140,"Telecomunicações","RUHTRA S/C"
"TELEBRASÍLIA CELULAR S.A.",17159,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TELEBRAS",11258,"Telecomunicações","CONSULT - AUDITORES INDEPENDENTES"
"TELECEARÁ CELULAR S.A.",17167,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TELEBRASILIA",11274,"Telecomunicações","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"TELESP",11290,"Telecomunicações","RUHTRA S/C"
"TELESC",17833,"Telecomunicações","BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S"
"TELEST",11304,"Telecomunicações","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"TELEBAHIA",11266,"Telecomunicações","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"TELEMIG",11282,"Telecomunicações","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"TELEFÔNICA BRASIL",17671,"Telecomunicações","BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES LTDA."
"TELEFÔNICA EMPRESAS S.A",18937,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TELEGOIAS CELULAR",17175,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TELEINVEST PARTICIP.",3565,"Emp. Adm. Participações","ANDREOLI & ISMAR AUDT INDEP SC"
"TELEMAR",11320,"Telecomunicações","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"TELEMAR PARTICIPAÇÔES S.A",18678,"Emp. Adm. Part. - Telecomunicações","KPMG AUDITORES INDEPENDENTES LTDA."
"TELEMAT CELULAR",17205,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TELEMIG CELULAR PARTICIPAÇÕES S.A.",17701,"Telecomunicações","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"TELEMIG CELULAR",17213,"Telecomunicações","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"TELEMS CELULAR SA",17841,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TELEPARÁ CELULAR",17183,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TIM PIAUÍ",17191,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TELEGIPE CELULAR",17230,"Telecomunicações","RUHTRA S/C"
"TELERJ CELULAR",17248,"Telecomunicações","RUHTRA S/C"
"TELERN CELULAR S/A",17256,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TELERON CELULAR",17264,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TIM",17825,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TELESP CELULAR",17272,"Telecomunicações","RUHTRA S/C"
"TELEST CELULAR",17299,"Telecomunicações","RUHTRA S/C"
"TELET",16152,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TELETRUST S.A",15768,"Bancos","ANEND AUDITORES INDEPENDENTES"
"TELINVEST SA",17418,"Emp. Adm. Part. - Telecomunicações","DIRECTA AUDITORES"
"TIM PARAÍBA",17302,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TELPART PARTICIPAÇÕES S/A",17507,"Emp. Adm. Part. - Telecomunicações","TERCO AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES"
"TEMPO PARTICIPAÇOES S/A",19917,"Emp. Adm. Part. - Serviços médicos","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"TENENGE",13579,"Serviços Diversos","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"TEREOS INTERNACIONAL S/A",22136,"Alimentos","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"",23329,"Energia Elétrica","GRANT THORNTON AUDITORES INDEPENDENTES LTDA."
"TGMC",18538,"Serviços Transporte e Logística","BKR - LOPES, MACHADO AUDITORES"
"TEQUIMAR",11339,"Serviços Transporte e Logística","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TERMOLAR",11347,"Outras Atividades Industriais","DEGAR AUDITORES ASSOCIADOS S/S"
"TERMOPERNAMBUCO SA",19852,"Energia Elétrica","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"TERRA SANTA AGRO S.A.",20354,"Agricultura (Açúcar, Álcool e Cana)","KPMG AUDITORES INDEPENDENTES LTDA."
"TS AGRO S.A.",26000,"Agricultura (Açúcar, Álcool e Cana)","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"TESC - TERMINAL SANTA CATARINA S/A",16713,"Serviços Transporte e Logística","VILLAS RODIL AUDITORES INDEPENDENTES"
"TESLA COMPANHIA SECURITIZADORA DE CRÉDITOS",19526,"Securitização de Recebíveis","BKR - LOPES, MACHADO AUDITORES"
"TEXA MARANHENSE",11355,"Têxtil e Vestuário",""
"TEXPAR SA",15873,"Emp. Adm. Participações","BKR - LOPES, MACHADO AUDITORES"
"TEXTIL DUOMO",12378,"Têxtil e Vestuário","INTER AMERICANA CONTABIL SC"
"RENAUXVIEW",7544,"Têxtil e Vestuário","STEINBACH & AUDITORES ASSOCIADOS"
"TEXTILIA",17426,"Emp. Adm. Participações","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"TFA SECURITIZADORA S/A",20460,"Securitização de Recebíveis","VENEZIANI AUDITORES INDEPENDENTES"
"TIGRE S.A. PARTICIPAÇÕES",15962,"Construção Civil, Mat. Constr. e Decoração","KPMG AUDITORES INDEPENDENTES LTDA."
"TIGRE S.A. PARTICIPAÇÕES",26255,"Construção Civil, Mat. Constr. e Decoração","KPMG AUDITORES INDEPENDENTES LTDA."
"TIM BRASIL SERVIÇOS E PARTICIPAÇÕES S.A.",27090,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TIM PERNAMBUCO",17078,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TIM",17639,"Emp. Adm. Part. - Telecomunicações","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"TIM S.A.",24929,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TIM",17221,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TITAN",11428,"Metalurgia e Siderurgia","BIANCHESSI & CIA AUDITORES"
"TIVIT",21768,"Comunicação e Informática","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"TIVIT TERCEIRIZAÇÃO DE TECNOLOGIA E SERVIÇOS S/A",21474,"Comunicação e Informática","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"TOBASA",11436,"Alimentos","MARIO ROCHA AUDITORES ASSOCIADOS"
"TOKYO LEASING",11983,"Arrendamento Mercantil","KPMG AUDITORES INDEPENDENTES LTDA."
"TOP SHOPPING",15075,"Emp. Adm. Participações","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"TORCEDOR",15920,"Emp. Adm. Part. - Brinquedos e Lazer","AUDIVA AUDITORES INDEPENDENTES EPP"
"TOTVS S.A",19992,"Comunicação e Informática","KPMG AUDITORES INDEPENDENTES LTDA."
"TPI",19330,"Emp. Adm. Part. - Serviços Transporte e Logística","GRANT THORNTON AUDITORES INDEPENDENTES LTDA."
"",25208,"Têxtil e Vestuário","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"TRAFO",11452,"Máquinas, Equipamentos, Veículos e Peças","KPMG AUDITORES ASSOCIADOS"
"TRAIANUS S.A",18503,"Construção Civil, Mat. Constr. e Decoração","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"TRANSAUTO",11460,"Serviços Transporte e Logística","NORMAS AUDITORES INDEPENDENTES"
"TRANSBRASIL",11479,"Serviços Transporte e Logística","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA SA",22225,"Serviços Transporte e Logística","GRANT THORNTON AUDITORES INDEPENDENTES LTDA."
"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.",20257,"Emp. Adm. Part. - Energia Elétrica","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"TRANSNORDESTINA LOGISTICA SA",20443,"Serviços Transporte e Logística","GRANT THORNTON AUDITORES INDEPENDENTES LTDA."
"TRANSUL",15938,"Emp. Adm. Participações","BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S"
"TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.",25240,"Securitização de Recebíveis","BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES LTDA."
"TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI",26824,"Securitização de Recebíveis","BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES LTDA."
"TRAVESSIA SECURITIZADORA S.A.",24082,"Securitização de Recebíveis","VILLELA E ASSOCIADOS AUDITORIA E CONSULTORIA S/S"
"TRÊS TENTOS AGROINDUSTRIAL S.A.",25950,"Agricultura (Açúcar, Álcool e Cana)","KPMG AUDITORES INDEPENDENTES LTDA."
"TREVISA INVESTIMENTOS SA",8192,"Emp. Adm. Part. - Sem Setor Principal","BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA"
"TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.",23060,"Serviços Transporte e Logística","KPMG AUDITORES INDEPENDENTES LTDA."
"TRIKEM SA",4910,"Petroquímicos e Borracha","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"TRILUX",13420,"Emp. Adm. Participações","RUHTRA S/C"
"",25194,"Emp. Adm. Part. - Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TRÍPLICE SECURITIZADORA DE ATIVOS MERCANTIS S.A.",24023,"Securitização de Recebíveis","AUDIFACTOR AUDITORES INDEPENDENTES S/S LTDA"
"TRISUL",21130,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA"
"TRIUNFO SECURITIZADORA DE ATIVOS S.A.",24031,"Securitização de Recebíveis","AUDIFACTOR AUDITORES INDEPENDENTES S/S LTDA"
"TRK BRASIL TRUST",18392,"Emp. Adm. Participações","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"",26573,"Comércio (Atacado e Varejo)","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"TROL",11509,"Petroquímicos e Borracha","ESC TEC AUDITORIA EMP ETAE SC"
"FAB CELULOSE E PAPEL",5797,"Papel e Celulose","RUHTRA S/C"
"TROMBINI",11517,"Emp. Adm. Participações","RUHTRA S/C"
"MILLENNIUM INORGANIC CHEMICALS DO BRASIL",11398,"Petroquímicos e Borracha","KPMG AUDITORES INDEPENDENTES LTDA."
"TRORION",11525,"Petroquímicos e Borracha","BKR - LOPES, MACHADO AUDITORES"
"TRUE COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS II",25054,"Securitização de Recebíveis","UNITY AUDITORES INDEPENDENTES"
"TRUE SECURITIZADORA DE CREDITOS FINANCEIROS IV S.A.",26492,"Securitização de Recebíveis","UNITY AUDITORES INDEPENDENTES"
"ÁPICE SECURITIZADORA S.A.",22276,"Securitização de Recebíveis","BLB - AUDITORES INDEPENDENTES"
"TRUFANA",12963,"Têxtil e Vestuário","CONTABIL PAULISTA AUDITORES INDEPENDENTES SC"
"TRX SECURITIZADORA S.A.",22420,"Securitização de Recebíveis","GRANT THORNTON AUDITORES INDEPENDENTES LTDA."
"TUPIANA",14648,"Emp. Adm. Participações","BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S"
"TUPINAMBARANA SA",15520,"Emp. Adm. Participações","BKR - LOPES, MACHADO AUDITORES"
"TUPY METALMECANICA",13870,"Emp. Adm. Participações","RUHTRA S/C"
"TUPY",6343,"Metalurgia e Siderurgia","KPMG AUDITORES INDEPENDENTES LTDA."
"TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.",27197,"Serviços Transporte e Logística","RSM ACAL AUDITORES INDEPENDENTES S/S"
"UCAR CARBON",13498,"Emp. Adm. Participações","KPMG AUDITORES INDEPENDENTES LTDA."
"UHESC S/A",18813,"Emp. Adm. Participações","UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES"
"ULBRA RECEBIVEIS S/A",19461,"Securitização de Recebíveis","AUGE CONTADORES S/S"
"ULTRAFERTIL",14265,"Petroquímicos e Borracha","KPMG AUDITORES ASSOCIADOS"
"ULTRAPAR PARTICIPAÇÕES SA",18465,"Emp. Adm. Part. - Petróleo e Gás","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"ULTRA PARTICIPACOES",11533,"Emp. Adm. Participações","RUHTRA S/C"
"UNI CIDADE",20079,"Securitização de Recebíveis","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.",26867,"Farmacêutico e Higiene","KPMG AUDITORES INDEPENDENTES LTDA."
"UNIBANCO BCO INV",11576,"Bancos","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"UNIBANCO HOLDINGS S.A.",14753,"Emp. Adm. Part. - Intermediação Financeira","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"UNIBANCO LEASING",11550,"Arrendamento Mercantil","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"UNIBANCO LEASING S.A.",1449,"Arrendamento Mercantil","KPMG AUDITORES INDEPENDENTES LTDA."
"UNIBANCO LEASING S.A.",13951,"Arrendamento Mercantil","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"UNIBANCO SISTEMAS",11568,"Máquinas, Equipamentos, Veículos e Peças","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"UNIBANCO SA",11584,"Bancos","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"BCO BANDEIRANTES",841,"Bancos","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"",22780,"Construção Civil, Mat. Constr. e Decoração","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"",23280,"Serviços Transporte e Logística","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"UNIDAS LOCADORA S.A.",27162,"Serviços Transporte e Logística","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"",26050,"Emp. Adm. Part. - Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"",26301,"Petroquímicos e Borracha","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"UNIPAR CARBOCLORO S.A.",11592,"Petroquímicos e Borracha","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"UNITEXTIL",11606,"Têxtil e Vestuário","GAMA & CIA AUDITORES INDEP SC"
"UNIVER CIDADE TRUST",19585,"Securitização de Recebíveis","MANDARINO & ASSOCIADOS AUDITORES"
"UOL",19887,"Telecomunicações","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"UOL INC. S.A.",18473,"Emp. Adm. Participações","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"UP ENGENHARIA E URBANISMO S.A.",24856,"Construção Civil, Mat. Constr. e Decoração","BKR - LOPES, MACHADO AUDITORES"
"UPTICK PARTICIPACOES",16624,"Emp. Adm. Part. - Energia Elétrica","BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA"
"",25437,"Construção Civil, Mat. Constr. e Decoração","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"USINA DA BARRA",11622,"Agricultura (Açúcar, Álcool e Cana)",""
"USINA COSTA PINTO",11614,"Alimentos",""
"BARRA",12602,"Agricultura (Açúcar, Álcool e Cana)","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"USINA S BARBARA",11630,"Agricultura (Açúcar, Álcool e Cana)","BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S"
"USINA STA OLIMPIA",11657,"Metalurgia e Siderurgia",""
"USIBA",11649,"Metalurgia e Siderurgia","ARTHUR ANDERSEN BIEDERMANN A I"
"USINA TERMELÉTRICA PAMPA SUL S.A.",24945,"Energia Elétrica","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"USINAGEM EDLYN PARTICIPAÇÕES S.A.",24449,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","YPC AUDITUN S AUDITORIA INDEPENDENTE S/S"
"USIMINAS",14320,"Metalurgia e Siderurgia","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"USIMINAS",13889,"Metalurgia e Siderurgia","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"UTILIUM PARTICIPAÇÕES S.A.",23094,"Emp. Adm. Part. - Sem Setor Principal","UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES"
"BRASIL TELECOM",27022,"Telecomunicações","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"VACCHI",12424,"Têxtil e Vestuário","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"VALE FERTILIZANTES",14028,"Petroquímicos e Borracha","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"VALE",4170,"Extração Mineral","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"VALETRON SA",16225,"Emp. Adm. Part. - Sem Setor Principal","BKR - LOPES, MACHADO AUDITORES"
"AMERICAN BANKNOTE COMPANY",20028,"Comunicação e Informática","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"MANNESMANN",8400,"Metalurgia e Siderurgia","KPMG AUDITORES INDEPENDENTES LTDA."
"VALMET",11673,"Máquinas, Equipamentos, Veículos e Peças","ROBERTO DREYFUSS & CIA SC"
"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",24716,"Serviços Transporte e Logística","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"VANGUARDA",14338,"Seguradoras e Corretoras","AUDITASSE AUDITORES INDEPENDENTES S/S"
"VPSC",18694,"Emp. Adm. Part. - Serviços Transporte e Logística","KPMG AUDITORES ASSOCIADOS"
"VPTA",18686,"Emp. Adm. Part. - Serviços Transporte e Logística","KPMG AUDITORES ASSOCIADOS"
"VASCO DA GAMA LICENCIAMENTOS",17051,"Emp. Adm. Participações","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"VBC ENERGIA S.A.",14540,"Emp. Adm. Part. - Energia Elétrica","KPMG AUDITORES INDEPENDENTES LTDA."
"VEGA",17345,"Serviços em Geral","RUHTRA S/C"
"VENTOS DO SUL ENERGIA S.A.",24767,"Energia Elétrica","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"VENTURE CAPITAL PARTICIPAÇÕES E INVESTIMENTOS S.A.",24309,"Emp. Adm. Part. - Hospedagem e Turismo","PAULO DE TARSO BORGES RAMOS"
